date;tonepr;rate_shock_abs;rate_shock_rel;close;spread;toneev;year;trans;trust
2016-06-10;-5.141967837852538;-0.5;-0.045454545454545456;145.05;-0.19973146210769954;-9.193270211467983;2016.0;7.3;0.42
2016-07-29;-5.153685756911098;0.0;0.0;147.56;0.1763549259890418;;2016.0;7.3;0.42
2016-09-16;-5.3945856676447;-0.5;-0.047619047619047616;147.75;-0.18932996391933798;-10.85829096445404;2016.0;7.3;0.42
2016-10-28;-4.247185051924369;0.0;0.0;147.47;0.020345190128168156;;2016.0;7.3;0.42
2016-12-16;-5.224522362458918;0.0;0.0;150.07;0.03332333664074483;-10.216359289229997;2016.0;7.3;0.42
2017-02-03;-5.972102867541159;0.0;0.0;153.44;0.019553527844617946;;2017.0;7.3;0.42
2017-03-24;-5.976451086367311;-0.25;-0.025;155.63;0.07713569836722556;-10.138329717317747;2017.0;7.3;0.42
2017-04-28;-5.21082435941742;-0.5;-0.05128205128205128;158.88;0.1511716085322412;;2017.0;7.3;0.42
2017-06-16;-7.684616045968009;-0.25;-0.02702702702702703;159.42;-0.26310859004663456;-10.174987300916673;2017.0;7.3;0.42
2017-07-28;-6.918267496173505;0.0;0.0;161.14;0.018619084615423276;;2017.0;7.3;0.42
2017-09-15;-6.07203453661727;-0.5;-0.05555555555555555;165.08;-0.018171355936047462;-9.913927689711194;2017.0;7.3;0.42
2017-10-27;-6.287036696946751;-0.25;-0.029411764705882353;166.9;0.15590337150728217;;2017.0;7.3;0.42
2017-12-15;-5.998248009886984;-0.5;-0.06060606060606061;169.18;0.08278635680678548;-11.196960498692736;2017.0;7.3;0.42
2018-02-09;-6.401688974617332;-0.25;-0.03225806451612903;174.44;0.06881523382009647;;2018.0;8.3;0.37
2018-03-23;-5.552171264241022;-0.25;-0.03333333333333333;177.36;0.033835222789324604;-9.722331379666498;2018.0;8.3;0.37
2018-04-27;-8.344887492231212;0.0;0.0;176.24;0.09082652758820586;;2018.0;8.3;0.37
2018-06-15;-6.937044868810566;0.0;0.0;174.69;-0.7243721963380523;-10.920530030516979;2018.0;8.3;0.37
2018-07-27;-6.639924651131026;0.0;0.0;175.71;0.08540439497668473;;2018.0;8.3;0.37
2018-09-14;-5.499105185917299;0.25;0.034482758620689655;169.61;-0.15906215613226138;-9.19299204523229;2018.0;8.3;0.37
2018-10-26;-6.27864300831847;0.0;0.0;172.95;0.1851959554720395;;2018.0;8.3;0.37
2018-12-14;-5.679919386241788;0.25;0.03333333333333333;173.81;0.005753574409705919;-7.63212588713131;2018.0;8.3;0.37
2019-02-08;-5.475785033299257;0.0;0.0;179.21;0.08373573492876929;;2019.0;8.3;0.31
2019-03-22;-5.734642773662598;0.0;0.0;181.41;0.11030832291654136;-10.016770691126691;2019.0;8.3;0.31
2019-04-26;-6.678236802449576;0.0;0.0;182.69;0.2850410305740958;;2019.0;8.3;0.31
2019-06-14;-6.502453963007933;-0.25;-0.03225806451612903;188.69;0.20159158020724988;-9.733010654624437;2019.0;8.3;0.31
2019-07-26;-5.605500660743729;-0.25;-0.03333333333333333;192.84;-0.0984787702362766;;2019.0;8.3;0.31
2019-09-06;-6.138628403532102;-0.25;-0.034482758620689655;196.75;0.015248938957501679;-10.698152053449348;2019.0;8.3;0.31
2019-10-25;-5.6597367935254175;-0.5;-0.07142857142857142;204.2;0.2500675504515826;;2019.0;8.3;0.31
2019-12-13;-5.856208063622337;-0.25;-0.038461538461538464;206.66;0.043559277604821034;-9.722331379666498;2019.0;8.3;0.31
2020-02-07;-5.802286649755645;-0.25;-0.04;211.16;0.09001966826840402;-9.91532356906116;2020.0;9.3;0.33
2020-03-20;-7.266085381653719;0.0;0.0;198.83;0.09057060093811131;-10.205676920261253;2020.0;9.3;0.33
2020-04-24;-5.7826801597065;-0.5;-0.08333333333333333;214.91;0.04654193512294569;-9.803209180032233;2020.0;9.3;0.33
2020-06-19;-6.434003367385449;-1.0;-0.18181818181818182;222.49;-0.2468970796092762;-9.963173466248818;2020.0;9.3;0.33
2020-07-24;-5.680871983653696;-0.25;-0.05555555555555555;222.49;0.03146703853706967;-9.705252163864229;2020.0;9.3;0.33
2020-09-18;-5.744939403606889;0.0;0.0;220.9;-0.11310938882642674;-10.96777100241738;2020.0;9.3;0.33
2020-10-23;-5.745142552313903;0.0;0.0;223.52;-0.008947344881349295;-9.921480153055436;2020.0;9.3;0.33
2020-12-18;-5.594341555113338;0.0;0.0;224.98;-0.23086495780537675;-11.264777825907201;2020.0;9.3;0.33
2021-02-12;-5.820539028880427;0.0;0.0;222.24;-0.12141654105422006;-9.06933487555284;2021.0;9.8;0.32
2021-03-19;-5.3567417055260815;0.25;0.058823529411764705;218.3;-0.2699056969164282;-10.47012459059856;2021.0;9.8;0.32
2021-04-23;-5.530048451384545;0.5;0.1111111111111111;220.53;0.06804109944749115;-10.174987300916673;2021.0;9.8;0.32
2021-06-11;-4.9225962021980605;0.5;0.1;218.55;0.1098750282218397;-9.196092175684617;2021.0;9.8;0.32
2021-07-23;-5.530025961481924;1.0;0.18181818181818182;220.32;0.09990464479292527;-10.152931560437063;2021.0;9.8;0.32
2021-09-10;-5.912915441521451;0.25;0.038461538461538464;221.59;0.0993317762728374;-10.814859030199948;2021.0;9.8;0.32
2021-10-22;-5.860373883757891;0.75;0.1111111111111111;215.16;-0.7085823325823526;-11.27328322686144;2021.0;9.8;0.32
2021-12-17;-6.725061219611952;1.0;0.13333333333333333;213.22;0.45125581886527044;-10.478622411220416;2021.0;9.8;0.32
